회사명,대표이사,홈페이지,본사주소,재무현황연도
"주식회사 토르드라이브(ThorDrive Co.,Ltd)",계동경,http://,"서울특별시 영등포구 선유로 165, 4층 401호 (양평동3가, 와이피센터)",2022
씽크그린,나현재,http://,"전라남도 여수시 신기남2길 9, 3층 (신기동)",2022
주식회사 이스트컨트롤,곽정현,http://www.istcontrol.com,"서울특별시 마포구 매봉산로 37, 12층 1203호 (상암동, DMC 산학협력연구센터)",2022
주식회사 일우아이티글로벌,서건석,http://www.ilwooit.com,"서울특별시 금천구 가산디지털1로 204, 1316호 (가산동, 가산반도아이비밸리)",2022
주식회사 터치스퀘어,유창현,http://www.touchsquare.co.kr,"서울특별시 성동구 뚝섬로1길 25 (성수동1가,서울숲한라에코밸리 904호)",2022
(주)아주미디어,천경열,http://,"서울특별시 마포구 월드컵북로 400, 2층 A-220호 상암동(상암동, 서울산업진흥원)",2022
주식회사 유니랩코리아,이종열,http://www.unilabkorea.co.kr,"대전광역시 유성구 테크노2로 187, C동 426호(용산동, 미건테크노월드 2차)",2022
"주식회사 포아이(4EYE co., Ltd)","강종석, 이호중",https://for4eye.com/,"서울특별시 마포구 성지5길 5-5,  201호 (합정동)",2022
주식회사 유티인프라,박동국,http://www.utinfra.co.kr,"서울특별시 양천구 신정중앙로 87, 5층 (신정동, 동일빌딩)",2022
주식회사 하늘미디어,김병철,http://,"경기도 화성시 동탄원천로 354-28, 301호중 17호 (능동, 이너매스)",2022
(주)한국알에프주차시스템,장진우,http://www.krfps.co.kr,"서울특별시 송파구 충민로 52, B동 811호 ~813호(문정동, 가든파이브웍스)",2022
(주)루시드스톤,고경훈,http://www.lucidstone.net,"서울특별시 마포구 양화로15안길 19, 6-15호 (서교동)",2022
(주)에스엘테크,서임교,http://mysltech.com,"경상북도 구미시 옥계2공단로 179-8, 구포동 (주)에스엘테크 (구포동)",2022
이-솔루션,박성호,http://www.e-solutio.co.kr,"경상북도 안동시 전거리7길 22, 2층 (용상동)",2022
주식회사 우리씨티에스넷,서정남,http://,"경기도 고양시 일산동구 호수로 336, 101동 1112호 (백석동, 브라운스톤)",2022
주식회사 새온아이티,강현민,http://,"부산광역시 금정구 부곡온천천로 190, 103동 506호 (부곡동, 퀸즈더블유장전역)",2022
주식회사 트랜스버스,장대익,http://transverse.ai,"경기도 성남시 수정구 성남대로 1342, 에이아이관 6층 에스06,07호 (복정동, 가천대학교)",2022
브레인웨어,송나혜,http://,"서울특별시 서초구 강남대로 275, 5층 503호(서초동, 강남 MAIN TOWE R)",2022
아리상회,조훈행,http://,"인천광역시 서구 원당대로117번길 70-3, 2층 (오류동)",2022
(주)이머시브임팩트,오유석,http://,경기도 김포시 대곶면 대곶남로 448,2022
클레이웍스 주식회사,박경희,http://www.clayworks.co.kr,"서울특별시 서초구 강남대로53길 8, 7층 41호(서초동, 스타크 강남빌딩)",2022
주식회사 제이드크로스,양병국,http://www.jadecross.com,"서울특별시 서초구 강남대로 309, 619호(서초동, 코리아비지니스센타)",2022
주식회사 와이정보통신,권용옥,http://,대전광역시 대덕구 한밭대로972번길 37 (오정동),2022
주식회사 올링크,김경동,http://www.allink.io,"서울특별시 영등포구 의사당대로 83, 4층 (여의도동,오투타워)",2022
(주)메가시스템,김대석,http://,"서울특별시 서초구 서초대로78길 50, 7층(서초동, 우영빌딩)",2022
그루그림,조윤경,http://grudesign.net,제주특별자치도 서귀포시 안덕면 난드르로 80-26,2022
메아리정보기술(주),강석채,http://www.mearinfo.co.kr,"서울특별시 중구 충무로 9, 403호(충무로3가, 미르내빌딩)",2022
주식회사 버티스,김형국,http://,광주광역시 광산구 비아로 69 (도천동),2022
(주)아이티키,김성수,http://itkey.co.kr,"서울특별시 금천구 벚꽃로 278, 14층 06호 (가산동,SJ테크노빌)",2022
주식회사 산업기술경영진흥원,김치국,http://,"대전광역시 서구 도안북로 88, 01-301호 (도안동, 목원대학교산학협력단 창업보육센터)",2022
(주)보이스토어,이수정,http://www.voistore.com,"서울특별시 금천구 가산디지털2로 108, 611호(가산동, 뉴티캐슬)",2022
(주)엠파워시스템,남동현,http://www.emp-sys.com,"서울특별시 용산구 한강대로30길 25 (한강로2가, 아스테리움 용산4층)",2022
정윤,"김윤경, 박경민",http://,"경상남도 창원시 마산회원구 3·15대로 628, 12층 무학빌딩 (석전동)",2022
한국마이크로,이민호,http://,"서울특별시 은평구 연서로10길 8, 2층 (역촌동)",2022
민트세이지 주식회사,조희재,http://www.scholarshipcommons.com,"서울특별시 강남구 언주로 118, 1217호 (도곡동, 우성캐릭터199)",2022
주식회사 글루온아이앤에스,김청수,http://www.gluon.co.kr,"서울특별시 서초구 방배로 230-1, 융성빌딩 7층 (방배동)",2022
주식회사 아이더스,금정민,http://iduscom.co.kr,"서울특별시 마포구 성미산로 80, 4층 (성산동, 상하빌딩 4층)",2022
나래엔시스,이용수,http://,"경기도 부천시 석천로 345, 304동 7층 701호 (삼정동, 부천테크노파크)",2022
주식회사 테크니온,박병철,http://,"서울특별시 마포구 동교로27길 3-10, 5층 (동교동, 희경빌딩)",2022
(주)메이플라워엔터테인먼트,염종명,http://www.mayflowerent.com,"서울특별시 금천구 가산디지털1로 212, 304호(가산동, 코오롱디지털타워애스턴) ",2022
주식회사 스톤키즈,심중섭,http://stonekids,"강원도 춘천시 금강로 120, 5층 (운교동)",2022
주식회사 본시스템즈,김창현,http://bon-systems.com,경상남도 창원시 의창구 북면 감계로156번길 5-15,2022
서전(SJT),김기형,http://,"대전광역시 서구 대덕대로 319, 6층 611호 (월평동)",2022
주식회사 도래커뮤니케이션,김학도,http://www.doraecomm.com/,"인천광역시 계양구 계양문화로59번길 14, 802호 (계산동, 유정프라자)",2022
주식회사 늘품내진이앤씨,송준혁,http://neulpumenc.co.kr,"강원도 춘천시 강원대학길 1, 1103호(효자동, 보듬관)",2022
미호전공 주식회사,이은영,http://,"전북특별자치도 군산시 임피면 항쟁로 43-5, 4동",2022
(유)건창통신,김경옥,http://,"전북특별자치도 완주군 구이면 구이로 1026, 201호",2022
비퍼블릭,김동일,http://,"인천광역시 미추홀구 용정공원로 33, 121동 1702호 (용현동, 인천 SK Sky VIEW)",2022
주식회사 와이에이치,최상현,http://www.yhinc.kr,"서울특별시 영등포구 선유로9길 10, 지하1층 108호 (문래동6가, 문래 SK V1 center)",2022
제트핑거소프트,김정,http://www.zetfinger.co.kr,"인천광역시 부평구 주부토로 236, A동 9층 S905호(갈산동,인천테크노밸리U1센터) ",2022
주식회사 지오하임,김인선,http://geoheim.pet,"서울특별시 서초구 명달로 95, 7층(서초동,  NK빌딩)",2022
(주)크레소티,박경애,http://pharmpay.co.kr,"서울특별시 영등포구 양산로 43, 1008호 (양평동3가, 우림e-biz center)",2022
디디OA,오동주,http://,"경상남도 창원시 마산회원구 내서읍 호계안길 91, 라동 지하층 3호,4호 (서광2차아파트)",2022
(주)오디오라디오스튜디오,김승환,http://,"제주특별자치도 서귀포시 동홍로 41, 나동 2층 입주시설(B205)(동홍동)",2022
주식회사 지앤제이,이창선,http://,"전라남도 영광군 홍농읍 동부로 4, 102호",2022
주식회사 힐링엠엔비,남예인,http://,"서울특별시 금천구 가산디지털2로 108, 7층13호 (가산동, 뉴티캐슬)",2022
(주)보라,허남정,http://,경상남도 밀양시 초동면 초동로 70,2022
주식회사 현무,오은주,http://,"제주특별자치도 제주시 기와4길 20, 디동 비102호 (영평동, 영평휴먼빌)",2022
주식회사 넥스비씨,김보현,http://www.nexbc.com,"전라남도 나주시 빛가람로 747, 202호(빛가람동, 빛가람메디컬빌딩)",2022
주식회사 클로잇,박진국,http://cloit.com,"서울특별시 강남구 영동대로106길 5 (삼성동, 아이파크타워2)",2021
모비두 주식회사,LEE DAVID YUNHEE(이윤희),http://www.mobidoo.co,"서울특별시 송파구 올림픽로35다길 42, 20층(신천동, 한국루터회관)",2022
요타코퍼레이션(주)(Yotta Corporation),이근주,www.ytcdom.co.kr,"서울특별시 영등포구 양평로30길 14, 8층 806호(양평동6가, 세종앤까뮤스퀘어)(양평동6가)",2022
(주)이도콘텐츠랩,김종하,http://,"전라남도 나주시 교육길 13, E-1동 2층 203호(빛가람동, 스마트파크 지식산업센터)",2022
(주)플로우,김형민,http://flovv.co.kr,"대구광역시 수성구 범어천로 167, 5층 (수성동4가)",2022
주식회사 유티넷(UTNET),이재웅,http://utnet.co.kr,"경기도 남양주시 다산중앙로19번길 25-23, 9층 에프931호(다산동, 다산진건블루웨일지식산업센터2차 )",2022
주식회사 슈가풀컴퍼니,김민수,http://,"서울특별시 중구 세종대로 14, A동 5층 510호 (남대문로5가, 그랜드센트럴타워)",2022
삼호통신(주),"박승호,이순자",http://,"대구광역시 달서구 월배로80길 54, 1층 (송현동)",2022
크로노그래프 주식회사,김동우,http://,"부산광역시 해운대구 센텀북대로 60, 14층 1409호 (재송동, 센텀아이에스타워)",2022
주식회사 나노시스템즈,지창현,http://nanosys.kr,"경상북도 경산시 삼풍로 27,글로벌벤처동  2504 (삼풍동)",2022
(주)엠플,김문섭,http://impl.co.kr,"서울특별시 강남구 테헤란로55길 43, 201호 (역삼동)",2022
바디스캔 Body scan,박명희,http://,"경기도 용인시 기흥구 상갈로23번길 8, 230호 (상갈동)",2022
주식회사 로캘리,신민식,http://localley.com/,"서울특별시 서초구 서초대로40길 96, 2층 (서초동)",2022
주식회사 디에스네트웍스,박태상,http://,"경기도 의왕시 성고개로 53, 7층 704호 (포일동)",2022
(주)세이프코리아,정주원,http://www.safekorea.co.kr,"서울특별시 금천구 디지털로9길 68, 19층 1901호 (-2호) (가산동, 대륭포스트타워5차)",2022
주식회사 소셜링(SOCIALRING),이해인,http://www.socialring.co.kr,"서울특별시 마포구 어울마당로5길 52-6, 소셜링(서교동, 소셜링빌딩)",2022
엑스알리더,최영진,http://xrleader.co.kr,"경기도 수원시 영통구 광교로 156, 6층 3,4호 경기XR센터(이의동,광교비즈니스센터) ",2022
주식회사 디노,이병용,http://www.dinoerp.co.kr,"부산광역시 부산진구 동천로 116, 1007호 (전포동, 한신밴)",2022
과학기술정보 협동조합,김태중,http://cafe.daum.net/sticoop,"서울특별시 은평구 통일로 590, 2동 702호(녹번동, 대림아파트)",2022
(주)씨앤씨엔지니어링,오종훈,http://,"강원도 원주시 서원대로 500, A동 409호, 원주프리미엄아울렛 (단구동)",2022
(주)한국기업환경연구원,손희철,http://www.kbei.re.kr,"경기도 성남시 분당구 성남대로 69, 802호(구미동, 로드랜드EZ타워)",2022
(주)유일정보통신,조응록,http://,"경상남도 거제시 능포로 97 (장승포동,케이티장승포빌딩 3층)",2022
(주)와이즈업,김하나,https://wiseup.studio,"서울특별시 종로구 새문안로3길 30, 401-3호(내수동, 대우빌딩)",2022
주식회사키트넷,김성현,http://www.kit-net.co.kr,"서울특별시 금천구 범안로 1130, 10층  1009-1호 (가산동,디지털엠파이어빌딩)",2022
코레스,김지혜,http://,"서울특별시 강서구 화곡로13길 107, 110동 1101호 (화곡동, 화곡푸르지오)",2022
제이제이씨테크,김주병,http://,"경상남도 창원시 성산구 완암로 50, SK테크노파크 넥스동 416호 (성산동)",2022
(주)짐보로보틱스,이상철,http://,"대구광역시 달성군 현풍읍 테크노중앙대로 333, 산학협력관 302호(대구경북과학기술원)",2022
주식회사 남도마켓,양승우,https://ndmarket.co.kr/,"서울특별시 중구 퇴계로 36, 3층 306호 (남창동, 삼선빌딩)",2022
주식회사 비즈에이앤씨,박춘식,http://www.ebizanc.com,"대전광역시 유성구 테크노4로 17, 2층 제비 211호(관평동, 비즈센터)",2022
주식회사 파이랩,전현수,http://www.filab.co.kr,"서울특별시 영등포구 문래북로 116, 8층 802호 (문래동3가, 트리플렉스)",2022
주식회사 더더씨앤씨,이동률,http://www.thethe.co.kr,"서울특별시 강서구 마곡중앙6로 66, 808호 (마곡동,퀸즈파크텐)",2022
에듀스정보,김종태,http://,"부산광역시 금정구 부곡로 7-7, 401호(부곡동.동한빌라) (부곡동, 동한빌라)",2022
주식회사 랩피스,한신동 ,http://labfis.co.kr,"경기도 성남시 분당구 판교로289번길 20, 1동 5층 아이오티 인큐베이터2 H실 (삼평동, 스타트업캠퍼스 아이오티혁신센터)",2022
한국교통연구원,오재학,http://www.koti.re.kr,"세종특별자치시 시청대로 370, 1층 (반곡동)",2022
정진시스템 주식회사,이용휘,http://,"경기도 고양시 덕양구 꽃마을로 64, 735호(향동동, 디엠씨스타허브플러스)",2022
주식회사 청람알앤씨,홍성철,http://,"대전광역시 서구 갈마역로 10, 3층 301호 (둔산동, 두양리체스)",2022
 하나아이티에스,김희경,http://,"경기도 의왕시 오봉산단3로 25, 1동 1319호 (삼동, 더리브비즈원)",2022
대건시스템,이성용,http://,"충청남도 아산시 탕정면 선문로 315, 1동 2층 203호(시티공인중개사)",2022
나로기획인쇄,장수영,http://,대전광역시 동구 태전로 50(삼성동),2022
(주)케이더봄,한재형,http://www.kthebom.co.kr,"서울특별시 마포구 서강대길 3, 203호 (신수동, 서강빌딩)",2022
주식회사 아이디피시스템,김진수,http://,서울특별시 종로구 필운대로 36 (누하동),2022
주식회사 투와이정보,유건형,http://,"경기도 안산시 단원구 연수원로 104-14, 207호(원곡동, 안산정보산업진흥센터)",2022
(주)광영,이영균,www.kwyoung.co.kr,강원도 원주시 문막읍 문막공단길 71,2022
